# Source: GeoNames JP dump (https://download.geonames.org/export/dump/JP.zip)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Columns: display_name	lat	lon	feature_code	population	search_terms
Agariemae (Okinawa)	26.7075	127.80389	PPL	0	agariemae|東江前|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ東江前|おきなわけん東江前|オキナワ東江前|オキナワケン東江前|冲绳县東江前|沖縄東江前|沖縄県東江前|沖繩縣東江前
Agarieue (Okinawa)	26.71722	127.80611	PPL	0	agarieue|東江上|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ東江上|おきなわけん東江上|オキナワ東江上|オキナワケン東江上|冲绳县東江上|沖縄東江上|沖縄県東江上|沖繩縣東江上
Agarihama (Okinawa)	26.20611	127.76019	PPL	0	agarihama|東浜|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ東浜|おきなわけん東浜|オキナワ東浜|オキナワケン東浜|冲绳县東浜|沖縄東浜|沖縄県東浜|沖繩縣東浜
Agarisuji (Okinawa)	24.23742	124.01556	PPL	0	agarisuji|ひかしすじ|東筋|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわひかしすじ|おきなわ東筋|おきなわけんひかしすじ|おきなわけん東筋|オキナワひかしすじ|オキナワ東筋|オキナワケンひかしすじ|オキナワケン東筋|冲绳县ひかしすじ|冲绳县東筋|沖縄ひかしすじ|沖縄東筋|沖縄県ひかしすじ|沖縄県東筋|沖繩縣ひかしすじ|沖繩縣東筋
Agata (Niigata-ken)	38.05384	138.45095	PPL	0	agata|吾潟|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん吾潟|新潟吾潟|新潟县吾潟|新潟県吾潟|新潟縣吾潟
Agatsuma-gun (Gunma-ken)	36.57368	138.67243	ADM2	0	agatsumagun|あかつまぐん|吾妻郡|gunmaken|ぐんまけん|群馬|群馬県|群馬縣|群马县|ぐんまけんあかつまぐん|ぐんまけん吾妻郡|群馬あかつまぐん|群馬吾妻郡|群馬県あかつまぐん|群馬県吾妻郡|群馬縣あかつまぐん|群馬縣吾妻郡|群马县あかつまぐん|群马县吾妻郡
Agawa (Yamaguchi)	34.33333	130.93333	PPL	0	agawa|阿川|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣|やまぐち阿川|やまぐちけん阿川|ヤマグチ阿川|ヤマグチケン阿川|山口阿川|山口县阿川|山口県阿川|山口縣阿川
Agawa-gun (Kochi Prefecture)	33.64006	133.23704	ADM2	0	agawagun|吾川郡|kochiprefecture|こうち|こうちけん|コウチ|コウチケン|高知|高知县|高知県|高知縣|こうち吾川郡|こうちけん吾川郡|コウチ吾川郡|コウチケン吾川郡|高知吾川郡|高知县吾川郡|高知県吾川郡|高知縣吾川郡
Age (Aichi-ken)	34.85752	136.91613	PPLX	0	age|上ケ|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけん上ケ|愛知上ケ|愛知県上ケ|愛知縣上ケ|爱知县上ケ
Age (Akita)	39.34281	140.45481	PPL	0	age|阿気|akita|あきた|あきたけん|アキタ|アキタケン|秋田|秋田县|秋田県|秋田縣|あきた阿気|あきたけん阿気|アキタ阿気|アキタケン阿気|秋田阿気|秋田县阿気|秋田県阿気|秋田縣阿気
Agebachō (Tokyo Prefecture)	35.7024	139.74302	PPL	0	agebachō|agebacho|揚場町|tokyoprefecture|とうきょうと|东京都|東京|東京都|とうきょうと揚場町|东京都揚場町|東京揚場町|東京都揚場町
Ageda (Okinawa)	26.33529	127.81129	PPL	0	ageda|安慶田|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ安慶田|おきなわけん安慶田|オキナワ安慶田|オキナワケン安慶田|冲绳县安慶田|沖縄安慶田|沖縄県安慶田|沖繩縣安慶田
Agei (Tottori)	35.45	133.85	PPL	0	agei|tottori|とっとり|とっとりけん|トットリ|トットリケン|鳥取|鳥取県|鳥取縣|鸟取县
Agei (Wakayama)	34.1319	135.36637	PPL	0	agei|上ケ井|wakayama|わかやま|わかやまけん|ワカヤマ|ワカヤマケン|和歌山|和歌山县|和歌山県|和歌山縣|わかやま上ケ井|わかやまけん上ケ井|ワカヤマ上ケ井|ワカヤマケン上ケ井|和歌山上ケ井|和歌山县上ケ井|和歌山県上ケ井|和歌山縣上ケ井
Agejo (Yamaguchi)	33.97596	131.23484	PPLX	0	agejo|上条|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣|やまぐち上条|やまぐちけん上条|ヤマグチ上条|ヤマグチケン上条|山口上条|山口县上条|山口県上条|山口縣上条
Ageki (Mie-ken)	35.15	136.51667	PPL	0	ageki|mieken|みえけん|三重|三重县|三重県|三重縣
Agemachi (Kumamoto)	32.47119	130.5965	PPL	0	agemachi|揚町|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもと揚町|くまもとけん揚町|クマモト揚町|クマモトケン揚町|熊本揚町|熊本县揚町|熊本県揚町|熊本縣揚町
Agematsu (Nagano-ken)	35.78461	137.69268	PPL	4131	agematsu|上松|naganoken|なかのけん|長野|長野県|長野縣|长野县|なかのけん上松|長野上松|長野県上松|長野縣上松|长野县上松
Agematsu Machi (Nagano-ken)	35.7644	137.68205	ADM3	5067	agematsumachi|あげまつまち|アゲマツマチ|上松町|naganoken|なかのけん|長野|長野県|長野縣|长野县|なかのけんあげまつまち|なかのけんアゲマツマチ|なかのけん上松町|長野あげまつまち|長野アゲマツマチ|長野上松町|長野県あげまつまち|長野県アゲマツマチ|長野県上松町|長野縣あげまつまち|長野縣アゲマツマチ|長野縣上松町|长野县あげまつまち|长野县アゲマツマチ|长野县上松町
Agena (Okinawa)	26.37464	127.85188	PPL	0	agena|安慶名|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ安慶名|おきなわけん安慶名|オキナワ安慶名|オキナワケン安慶名|冲绳县安慶名|沖縄安慶名|沖縄県安慶名|沖繩縣安慶名
Agenogi (Shimane-ken)	35.43922	133.0629	PPL	0	agenogi|上乃木|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣|しまねけん上乃木|シマネケン上乃木|岛根县上乃木|島根上乃木|島根県上乃木|島根縣上乃木
Ageo (Saitama-ken)	35.97145	139.61382	PPLA2	226940	ageo|あげおしも|アゲオシモ|上尾|上尾下|上尾市|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉あげおしも|埼玉アゲオシモ|埼玉上尾|埼玉上尾下|埼玉上尾市|埼玉县あげおしも|埼玉县アゲオシモ|埼玉县上尾|埼玉县上尾下|埼玉县上尾市|埼玉県あげおしも|埼玉県アゲオシモ|埼玉県上尾|埼玉県上尾下|埼玉県上尾市|埼玉縣あげおしも|埼玉縣アゲオシモ|埼玉縣上尾|埼玉縣上尾下|埼玉縣上尾市
Ageo Shi (Saitama-ken)	35.97043	139.58159	ADM2	228155	ageoshi|あげおし|アゲオシ|上尾|上尾市|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉あげおし|埼玉アゲオシ|埼玉上尾|埼玉上尾市|埼玉县あげおし|埼玉县アゲオシ|埼玉县上尾|埼玉县上尾市|埼玉県あげおし|埼玉県アゲオシ|埼玉県上尾|埼玉県上尾市|埼玉縣あげおし|埼玉縣アゲオシ|埼玉縣上尾|埼玉縣上尾市
Agero (Niigata-ken)	36.9743	137.68656	PPL	0	agero|上路|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん上路|新潟上路|新潟县上路|新潟県上路|新潟縣上路
Ageta (Shizuoka)	35.2059	138.90553	PPL	0	ageta|上ケ田|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか上ケ田|しずおかけん上ケ田|シズオカ上ケ田|シズオカケン上ケ田|静冈县上ケ田|静岡上ケ田|静岡県上ケ田|靜岡縣上ケ田
Agetsuchi (Shizuoka)	35.00131	138.41345	PPLX	0	agetsuchi|上土|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか上土|しずおかけん上土|シズオカ上土|シズオカケン上土|静冈县上土|静岡上土|静岡県上土|靜岡縣上土
Agetsuchichō (Shizuoka)	35.09767	138.85826	PPL	0	agetsuchichō|agetsuchicho|上土町|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか上土町|しずおかけん上土町|シズオカ上土町|シズオカケン上土町|静冈县上土町|静岡上土町|静岡県上土町|靜岡縣上土町
Agina (Kagoshima-ken)	28.17054	129.33504	PPL	0	agina|阿木名|kagoshimaken|かごしまけん|鹿儿岛县|鹿児島|鹿児島県|鹿兒島縣|かごしまけん阿木名|鹿儿岛县阿木名|鹿児島阿木名|鹿児島県阿木名|鹿兒島縣阿木名
Ago (Wakayama)	33.6	135.48333	PPL	0	ago|安居|wakayama|わかやま|わかやまけん|ワカヤマ|ワカヤマケン|和歌山|和歌山县|和歌山県|和歌山縣|わかやま安居|わかやまけん安居|ワカヤマ安居|ワカヤマケン安居|和歌山安居|和歌山县安居|和歌山県安居|和歌山縣安居
Agoyama (Shizuoka)	35.21211	138.5888	PPL	0	agoyama|安居山|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか安居山|しずおかけん安居山|シズオカ安居山|シズオカケン安居山|静冈县安居山|静岡安居山|静岡県安居山|靜岡縣安居山
Agui (Aichi-ken)	34.93499	136.91299	PPLX	28383	agui|阿久比|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけん阿久比|愛知阿久比|愛知県阿久比|愛知縣阿久比|爱知县阿久比
Agui Chō (Aichi-ken)	34.93579	136.91045	ADM3	27419	aguichō|aguicho|あぐいちょう|アグイチョウ|阿久比町|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけんあぐいちょう|あいちけんアグイチョウ|あいちけん阿久比町|愛知あぐいちょう|愛知アグイチョウ|愛知阿久比町|愛知県あぐいちょう|愛知県アグイチョウ|愛知県阿久比町|愛知縣あぐいちょう|愛知縣アグイチョウ|愛知縣阿久比町|爱知县あぐいちょう|爱知县アグイチョウ|爱知县阿久比町
Aguni Son (Okinawa)	26.58766	127.22933	ADM3	743	agunison|あぐにそん|アグニソン|粟国村|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわあぐにそん|おきなわアグニソン|おきなわ粟国村|おきなわけんあぐにそん|おきなわけんアグニソン|おきなわけん粟国村|オキナワあぐにそん|オキナワアグニソン|オキナワ粟国村|オキナワケンあぐにそん|オキナワケンアグニソン|オキナワケン粟国村|冲绳县あぐにそん|冲绳县アグニソン|冲绳县粟国村|沖縄あぐにそん|沖縄アグニソン|沖縄粟国村|沖縄県あぐにそん|沖縄県アグニソン|沖縄県粟国村|沖繩縣あぐにそん|沖繩縣アグニソン|沖繩縣粟国村
Agura (Kochi Prefecture)	33.51667	134.16667	PPL	0	agura|安倉|kochiprefecture|こうち|こうちけん|コウチ|コウチケン|高知|高知县|高知県|高知縣|こうち安倉|こうちけん安倉|コウチ安倉|コウチケン安倉|高知安倉|高知县安倉|高知県安倉|高知縣安倉
Aha (Okinawa)	26.71588	128.28468	PPL	0	aha|あは|安波|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわあは|おきなわ安波|おきなわけんあは|おきなわけん安波|オキナワあは|オキナワ安波|オキナワケンあは|オキナワケン安波|冲绳县あは|冲绳县安波|沖縄あは|沖縄安波|沖縄県あは|沖縄県安波|沖繩縣あは|沖繩縣安波
Ahacha (Okinawa)	26.24278	127.72194	PPL	0	ahacha|安波茶|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ安波茶|おきなわけん安波茶|オキナワ安波茶|オキナワケン安波茶|冲绳县安波茶|沖縄安波茶|沖縄県安波茶|沖繩縣安波茶
Ahagon (Okinawa)	26.15156	127.68249	PPL	0	ahagon|阿波根|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ阿波根|おきなわけん阿波根|オキナワ阿波根|オキナワケン阿波根|冲绳县阿波根|沖縄阿波根|沖縄県阿波根|沖繩縣阿波根
Aharen (Okinawa)	26.17101	127.34441	PPL	0	aharen|阿波連|okinawa|おきなわ|おきなわけん|オキナワ|オキナワケン|冲绳县|沖縄|沖縄県|沖繩縣|おきなわ阿波連|おきなわけん阿波連|オキナワ阿波連|オキナワケン阿波連|冲绳县阿波連|沖縄阿波連|沖縄県阿波連|沖繩縣阿波連
Ahyōda (Iwate)	39.40178	141.24273	PPL	0	ahyōda|ahyoda|あひょうだ|アヒョウダ|安俵田|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわてあひょうだ|いわてアヒョウダ|いわて安俵田|いわてけんあひょうだ|いわてけんアヒョウダ|いわてけん安俵田|イワテあひょうだ|イワテアヒョウダ|イワテ安俵田|イワテケンあひょうだ|イワテケンアヒョウダ|イワテケン安俵田|岩手あひょうだ|岩手アヒョウダ|岩手安俵田|岩手县あひょうだ|岩手县アヒョウダ|岩手县安俵田|岩手県あひょうだ|岩手県アヒョウダ|岩手県安俵田|岩手縣あひょうだ|岩手縣アヒョウダ|岩手縣安俵田
Ai (Shimane-ken)	35.13333	132.95	PPL	0	ai|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣
Ai (Ōsaka-fu)	34.84396	135.56259	PPLX	0	ai|安威|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ安威|大阪安威|大阪府安威
Aiba (Shiga)	35.36667	136.03333	PPL	0	aiba|shiga|しか|しかけん|シガ|シガケン|滋賀|滋賀県|滋賀縣|滋贺县
Aibara (Gunma-ken)	36.09913	138.88402	PPL	0	aibara|相原|gunmaken|ぐんまけん|群馬|群馬県|群馬縣|群马县|ぐんまけん相原|群馬相原|群馬県相原|群馬縣相原|群马县相原
Aibetsu (Hokkaido)	43.90655	142.57748	PPL	2992	aibetsu|愛別|愛別町|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどう愛別|ほっかいどう愛別町|ホッカイドウ愛別|ホッカイドウ愛別町|北海愛別|北海愛別町|北海道愛別|北海道愛別町
Aibetsu Chō (Hokkaido)	43.943	142.63553	ADM3	3207	aibetsuchō|aibetsucho|あいべつちょう|アイベツチョウ|愛別町|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうあいべつちょう|ほっかいどうアイベツチョウ|ほっかいどう愛別町|ホッカイドウあいべつちょう|ホッカイドウアイベツチョウ|ホッカイドウ愛別町|北海あいべつちょう|北海アイベツチョウ|北海愛別町|北海道あいべつちょう|北海道アイベツチョウ|北海道愛別町
Aiboshima (Hokkaido)	42.4727	143.4282	PPL	0	aiboshima|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道
Aichi-gun (Aichi-ken)	35.10811	137.06577	ADM2	44109	aichigun|あいちぐん|愛知郡|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけんあいちぐん|あいちけん愛知郡|愛知あいちぐん|愛知愛知郡|愛知県あいちぐん|愛知県愛知郡|愛知縣あいちぐん|愛知縣愛知郡|爱知县あいちぐん|爱知县愛知郡
Aichi-ken	35.18017	136.90656	ADM1	7552873	aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけんあいちけん|あいちけん愛知|あいちけん愛知県|あいちけん愛知縣|あいちけん爱知县|愛知あいちけん|愛知愛知|愛知愛知県|愛知愛知縣|愛知爱知县|愛知県あいちけん|愛知県愛知|愛知県愛知県|愛知県愛知縣|愛知県爱知县|愛知縣あいちけん|愛知縣愛知|愛知縣愛知県|愛知縣愛知縣|愛知縣爱知县|爱知县あいちけん|爱知县愛知|爱知县愛知県|爱知县愛知縣|爱知县爱知县
Aida (Ehime)	34.16528	133.03639	PPL	0	aida|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县
Aida (Fukuoka Prefecture)	33.66809	130.65683	PPL	0	aida|相田|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん相田|福冈县相田|福岡相田|福岡県相田|福岡縣相田
Aida (Nagano-ken)	36.35614	137.99096	PPL	0	aida|会田|naganoken|なかのけん|長野|長野県|長野縣|长野县|なかのけん会田|長野会田|長野県会田|長野縣会田|长野县会田
Aida-gun (Okayama-ken)	35.19	134.34095	ADM2	0	aidagun|あいだぐん|英田郡|okayamaken|おかやまけん|冈山县|岡山|岡山県|岡山縣|おかやまけんあいだぐん|おかやまけん英田郡|冈山县あいだぐん|冈山县英田郡|岡山あいだぐん|岡山英田郡|岡山県あいだぐん|岡山県英田郡|岡山縣あいだぐん|岡山縣英田郡
